ResourceARN,Access,AmazonMSKConnectManaged,Application,Buddy,CSIVolumeName,Category,Cluster,CreatedManuallyBy,Environment,ManagedByAmazonSageMakerResource,Name,Owner,Purpose,Queue,Role,STAGE,Team,Ticket,Type,Usage,account,account_name,ads pipeline,alpha.eksctl.io/cluster-name,alpha.eksctl.io/eksctl-version,alpha.eksctl.io/iamserviceaccount-name,alpha.eksctl.io/nodegroup-name,alpha.eksctl.io/nodegroup-type,ami:build_branch,ami:purpose,app,app:name,author,aws-node-termination-handler/managed,aws:autoscaling:groupName,aws:cloud9:environment,aws:cloud9:owner,aws:cloudformation:logical-id,aws:cloudformation:stack-id,aws:cloudformation:stack-name,aws:ec2:fleet-id,aws:ec2launchtemplate:id,aws:ec2launchtemplate:version,aws:eks:cluster-name,aws:elasticfilesystem:default-backup,aws:rds:primaryDBClusterArn,aws:secretsmanager:owningService,aws:servicecatalog:source,aws:ssmmessages:session-id,aws:ssmmessages:target-id,aws_account_id,buddy,buddy:app,buddy:cluster,buddy:component,buddy:metrics:apm:new_relic,buddy:run_metrics,buddy:stack,buddy:tenant,buddy_app,buddy_cluster,buddy_component,cluster,cluster.k8s.amazonaws.com/name,cluster:name,cmv pipeline,component,component:name,cost:center,data:jobs:name,data:jobs:type,data:name,datadog,deployment,description,dynamodbdatapipeline,ebs.csi.aws.com/cluster,eks:cluster-name,eks:nodegroup-name,eks_addon,eksctl.cluster.k8s.io/v1alpha1/cluster-name,eksctl.io/v1alpha2/nodegroup-name,elasticbeanstalk:environment-id,elasticbeanstalk:environment-name,elbv2.k8s.aws/cluster,elbv2.k8s.aws/resource,env,environment,envoy:app_route_timeout,git:repo,ingress.k8s.aws/resource,ingress.k8s.aws/stack,k8s.io/cluster-autoscaler/enabled,k8s.io/cluster-autoscaler/ipsy-staging-main-a,k8s.io/cluster-autoscaler/single-boxes-cluster2,k8s.io/cluster-autoscaler/yaowei,k8s:purpose,key,kube_cluster_name,kube_deployment,kubernetes.io/cluster/behlul-test2,kubernetes.io/cluster/eks-staging,kubernetes.io/cluster/ipsy-staging-DONT-USE-test-upgrade,kubernetes.io/cluster/ipsy-staging-blue-green,kubernetes.io/cluster/ipsy-staging-main,kubernetes.io/cluster/ipsy-staging-main-a,kubernetes.io/cluster/ipsy-staging-singleboxes-a,kubernetes.io/cluster/ipsy-staging-test-al3,kubernetes.io/cluster/placeholder,kubernetes.io/cluster/single-box-test3,kubernetes.io/cluster/single-boxes-cluster,kubernetes.io/cluster/single-boxes-cluster2,kubernetes.io/cluster/staging,kubernetes.io/cluster/test-coredns,kubernetes.io/cluster/test-coredns2,kubernetes.io/cluster/test-ipsy-staging-main,kubernetes.io/cluster/test1,kubernetes.io/cluster/test4,kubernetes.io/cluster/test5,kubernetes.io/created-for/pv/name,kubernetes.io/created-for/pvc/name,kubernetes.io/created-for/pvc/namespace,kubernetes.io/role/elb,kubernetes.io/role/internal-elb,kubernetes.io/service-name,kubernetes_cluster,lambda-console:blueprint,layer,managedby:process,monitoringdotcms,name,node.k8s.amazonaws.com/createdAt,node.k8s.amazonaws.com/instance_id,owner,project:name,propagate_at_launch,puppet:role,purpose,repo,repo:name,service,source,status,table:name,teaam:name,team,team-name,team:name,team_name,tech,tenant_name,terrain,terrain:name,terrain:name	,terrain:name ,terrrain:name,test,test10,value,workload-type
arn:aws:rds:us-east-1:450096215204:db:campaign-mngmt-db-main-1,,,,campaign-mngmt-db-main,,,,,,,campaign-mngmt-db-main,,,,,,,,,,450096215204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campaign-mngmt,main,db,,,,bfa,,,,,,,,db,,000,,,,,,,,,,,,,,,,,,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/myglam/campaign-management,,campaign-management,,,,,,,growth,,aws-rds,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:subs-stage-pg-12-large-r6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subscriptions,,,,,,,commerce-infra,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:uss-db-main-1,,,,uss-db-main,,,,,,,uss-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uss,main,db,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uss,,,,,,,exp-pers-platform,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:p13n-decision-engine-entities-main-1,,,,p13n-decision-engine-entities-main,,,,,,,p13n-decision-engine-entities-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13n-decision-engine,main,entities,,,,ipsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:pg:fulfillments-multitenancy-aurora-postgresql12-instance,,,,,,,,,,,fulfillments-multitenancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commerce-infra,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:pg:usms-db-main-aurora-postgresql10-instance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commerce-infra,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:pg:search-indexer-db-main-aurora-postgresql15-instance,,,,,,,,,,,search-indexer-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catalog,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:ri:ri-2018-12-30-22-26-48-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:ri:ri-2018-11-09-22-24-10-714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:ri:ri-2018-11-09-22-22-40-283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:subgrp:public,,,,,,,,,,,Public - ipsy-staging-us-east-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:subgrp:private,,,,,,,,,,,Private - ipsy-staging-us-east-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:redshift:us-east-1:450096215204:subnetgroup:public-redshift-subnets,,,,,,,,,,,DEPRECATED. DO NOT USE. Use public instead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:route53:::hostedzone/Z03143142JDBLC3TTBBCV,,,,,,,,,,,ipsy-staging-us-east-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:s3:::ipsy-users-portal-web-elastic-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,users,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-staging-infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-orders-dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orders,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::vortex-spa-ipsy-main-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spa,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::iterable-unsublist-dumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::nextimage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::sagemaker-studio-abnddagt7o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-auto-reports-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-shipping-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipping,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::aws-glue-scripts-450096215204-us-east-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-dot-com-spa-assets-main-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spa,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::gulsah-lambda-test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::surya-ipsy-test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-spa-nextjs-assets-main-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spa,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-ads-test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::froveda-vegeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::shiyam-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::marketing-events-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::crm-datalake-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-bot-detection-dev-serverlessdeploymentbucket-bqjjhc1umide,,,,,,,,,,,,,,,,dev,,,,,,,,,,,,,,,,,,,,,,ServerlessDeploymentBucket,arn:aws:cloudformation:us-east-1:450096215204:stack/ipsy-bot-detection-dev/2e211ae0-aaee-11e8-b5fd-500c28b32ed2,ipsy-bot-detection-dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGEME,,,,,,,,,,,,
arn:aws:s3:::yaowei-test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::site-admin-dashboard.staging.ipsy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apps-services,,,,,,,,,,,,
arn:aws:s3:::ipsy-ops-portal-web-backfill-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,internal apps,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-shopper-config-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopper,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-seo-tools-gsc-reporting-tool-main-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::iterable-reports-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-ipster-portal-web-xray-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,internal-apps,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-spa-lockdown-web-main-staging-lockdown-build-config,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spa,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-match-ui-staging-build-config,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipsy-match,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ads-lambda-dev-serverlessdeploymentbucket-1kae3inoz9474,,,,,,,,,,,,,,,,dev,,,,,,,,,,,,,,,,,,,,,,ServerlessDeploymentBucket,arn:aws:cloudformation:us-east-1:450096215204:stack/ads-lambda-dev/8ea57410-7a6a-11e8-aec9-503aca261699,ads-lambda-dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGEME,,,,,,,,,,,,
arn:aws:s3:::ipsy-450096215204,,,,,,,,,,,ipsy-450096215204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:s3:::content-merge-app-staging-build-config,,,,,,,,,,,content-merge-app-staging-build-config,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martech,,,,,staging,,,,,,,
arn:aws:s3:::ipsy-sites-portal-web-elastic-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sites-portal,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-shopper-buddy-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopper,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-address-service-s3-ipsy-main-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addresses,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::ipsy-pborja-temp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::renars-lambda-test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::subscription-migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subscriptions,,,,,,,,,,,,,,,,,,,
arn:aws:s3:::bot-detection-dev-serverlessdeploymentbucket-1lrf7rkze7rx8,,,,,,,,,,,,,,,,dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGEME,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:datadog_api_key_v2-KSoXtM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:staging/collections-LC6dRa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collections,,,,,,,,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:app/dotcms/ipsy-202ecO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dotcms,,,,,,,,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:staging/catalog1p-mGa3XB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:sc-dba-database-test-userro-rpgn4u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:staging/apps/ipsy-main-db/ipsy-gBDQTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:staging/pricing-5M5enr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pricing,,,,,,,,,,,,,,,,,,,
arn:aws:secretsmanager:us-east-1:450096215204:secret:staging/ipsy-7Bx3dI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
